Date,Name,Year,Letterboxd URI,Rating,Rewatch,Review,Tags,Watched Date
2017-02-27,La La Land,2016,https://boxd.it/eRcbn,2.5,,"Mas que filmezinho picareta, hein.

Os dois momentos em que eu me peguei curtindo o filme apesar de tudo foram na música que Mia canta sobre sua tia, na audição, e do meio pra frente da reimaginação das vidas deles no fim do filme. Em retrospecto, é um conceito bem bonito e singelo, mas não salva o resto do filme.",cinema,2017-01-27
2017-02-27,A Monster Calls,2016,https://boxd.it/eRcbx,3,,"O arcabouço do filme é bem melhor do que a sua execução. Tanto as mensagens que tentam transmitir como os elementos que a estória aborda tem um potencial bem legal. É a execução que não me carregou tanto.

O ator mirim é bom em carregar a narrativa e há muitos momentos de beleza com as estórias contadas por pseudo-Barbárvore, bem como com a interação de Connor com sua mãe. Mas no fim das contas o todo não chega exatamente lá.

E é impressionante o quanto a cena final é desnecessária. Pior, é contra-producente. É sintoma também do excesso de mastigação do filme.",cinema,2017-01-21
2017-02-27,Concussion,2015,https://boxd.it/eRcjh,2.5,,"I'm told this kind of movie is referred to as a ""docudrama"". Well, the problem is that the ""drama"" is not good and the ""documentary"" falls short (I later learned of gross inaccuracies, but the main issue is that it stops to sound convincing at some point).",,2016-05-15
2017-02-27,Maleficent,2014,https://boxd.it/eRcjV,3,,"Angelina Jolie está fantástica. Só ela já seria suficiente pra fazer valer o
filme.

O problema é que não sobra muito mais pra fazer valer o filme. A estória até que começa bem, mas deteriora a partir do ponto que Maleficent ""cai"" (ou melhor, é derrubada). É pena.",,2016-04-03
2017-02-27,Batman v Superman: Dawn of Justice,2016,https://boxd.it/eRckf,1.5,,"Que martírio.

A primeira cena nos apresenta Bruce Wayne durante o evento em que o Superman é apresentado à humanidade (destruindo metade da cidade em uma luta épica do filme anterior). Legal. Essa é a última coisa que faz sentido no filme.

Bruce odeia o Superman (?). O mundo começa a odiar o Superman (??). Lex odeia o Superman (???). O Superman não gosta de ser odiado. A partir dessas premissas as coisas vão acontecendo sem pé nem cabeça, sem qualquer aprofundamento aos personagens ou à forma como seres pensantes lidariam com eventos.

Algumas cenas são especialmente ultrajantes: o disparate que é a reviravolta que sela a luta entre Batman e Superman (é inconcebível, e só isso já justificaria o <a href=""https://www.youtube.com/watch?v=wtfoRESVir0"">vídeo do Sad Affleck</a>, but, alas, there's so much more); a cena com Lex Luthor e a Senadora; a cena do deserto (é um ultraje que um filme já excessivamente longo ponha uma cena de 10min que serve unicamente pra criar teorias em trailers e, talvez, fazer referência a filmes que saírão daqui a 5 anos).

Lex Luthor é ridículo. Como disse <a href=""http://m.motherjones.com/mixed-media/2016/03/batman-v-superman-but-its-actually-glengarry-glen-ross-and-they-fight-over-the-good-leads"">certa resenha</a>:

<blockquote>Let's talk about Jesse Eisenberg's Lex Luther for a second. Eisenberg is a fine actor but his performance in this movie is grating. And it's not just a bad performance. It's a bad performance clearly egged on by misguided direction, combined with thoroughly inane lines. Eisenberg's Luthor is one of those rare characters in the history of cinema you just don't want to see on screen. Whenever he comes on you're gritting your teeth and hoping the frenetic editing will cut to another scene.</blockquote>

Difícil. Além da sequência inicial, o último ato também funciona, já que é uma longa cena de ação sem nenhum grande absurdo. A Mulher Maravilha resolve aparecer, fica legal, o tema dela é empolgante. Aí desistem de lidar com o Superman, matando-o, e em seguida, finalmente, se termina o filme. Ainda bem que tudo na vida é passageiro, até os momentos de sofrimento.","cinema, travel",2016-03-25
2017-02-27,45 Years,2015,https://boxd.it/eRcmb,3,,"Eu comecei gostando bastante do filme, tava indo muito bem, com seu ritmo e capacidade de envolvimento. Até que ali pela metade do filme eu me peguei pensando em coisas completamente alheias... o filme havia me perdido. Foi ali que percebi que após a introdução do conflito e o começo do seu desenvolvimento a narrativa simplemente falhou em manter-se à altura; perdeu força, não teve mais o poder de imersão de outrora.

É pena.",cinema,2016-02-11
2017-02-27,Anomalisa,2015,https://boxd.it/eRcmF,2.5,,"The thing of everybody being the same, except the person that he suddenly gets interested into, is very interesting (specially when that one interesting person starts to become ordinary, the horror of it). But not much else is. The animation is a nice detail, but a purely technical one.","cinema, animation",2016-02-05
2017-02-27,Carol,2015,https://boxd.it/eRcmZ,4.5,,"Carol aborda de forma tão bonita a construção de um relacionamento, da sedução ao clímax e então ao coração partido, que só isso já bastaria para que fosse um grande filme.

Mas há Rooney Mara, maravilhosa. E há, PRINCIPALMENTE, Cate Blanchett, absoluta. Mais: aterrorizante. A presença que ela impõe não só lhe hipnotiza como lhe seduz, lhe rouba de si mesmo, oblitera qualquer resistência. Ficava me lembrando de Faramir descrevendo Minas Tirith, sobre temer a beleza de algo imponente, digno, antigo e sábio. Cate Blanchett era tudo isso.",cinema,2016-01-25
2017-02-27,The Second Mother,2015,https://boxd.it/eRcnN,3,,"Regina Casé está de fato espetacular no filme, tanto que quase que se toma como natural a atuação. O drama do filme no entanto é de novela das 8, com a patroa megera, a empregada subserviente e a filha consciente de que as coisas devem mudar.

Há beleza no desenrolar dos conflitos, mas não há complexidade, temos apenas a triste situação do rico que se acha superior e do pobre que aceita as coisas como são, com a insurgente tentando romper essas barreiras. O filme não sai disso. Todo o resto é drama acessório. A catarse generalizada em torno do filme só pode advir da cegueira quanto a essa situação absurda que é a empregada que mora no serviço e ""é como se fosse da família"".",female-director,2015-12-27
2017-02-27,Inside Out,2015,https://boxd.it/eRcoL,4.5,,<a></a>,"animation, cried",2015-12-03
2017-02-27,Inside Llewyn Davis,2013,https://boxd.it/eRcq3,4,,"""Some tales are sad, but yet they may lift up your heart.""

<i>Inside Llewyn Davis</i> is such a tale, picturing the struggling Davis while he tries to keep, through his music, his identity, his honesty, his soul, so not merely <i>to exist</i>. For he preserves his sense of humour, even in the face of disaster. Even when he gives up. Because he's tired, because sometimes you've had enough.

""I don't see money there."" It's tough, but it's real. I'm sorry, Llewyn.

And Oscar Isaac is amazing.",,2015-08-22
2017-02-27,Love & Mercy,2014,https://boxd.it/eRcqx,4.5,,"Paul Dano está incrível como o jovem Brian. Toda a genialidade que ali estava presente fica clara em cada ato, bem como sua loucura latente, pouco a pouco aflorando. É lindo, embora perturbador. Mas é possível <i>sentir</i> o Pet Sounds, sonhar com ouví-lo, com experimentá-lo.

É engraçado como parecem dois filmes diferentes, bem como John Cusak e Paul Dano representam duas pessoas que de certa forma são <i>de fato</i> diferentes: o jovem Brian, o que ele representava, desapereceu por completo, e o ""atual"" Brian tenta aos poucos reconstruir-se a partir dos destroços.

Ambas as partes do filme são extremamente bem sucedidas em nos cativar, em nos fazer viver aquela estória. O ápice e a derrocada de um gênio; a dura, penosa, excruciante ascenção de alguém que perdeu tudo. Love & Mercy.",cinema,2015-07-18
2017-02-27,Alien³,1992,https://boxd.it/eRcqH,1.5,,"Nothing works. The plot is bad, screenplay is ridiculous. The premise is a wasteland and so is the major ~plot twist~, as it makes no sense whatsoever for the queen to be inside Ripley, for an egg to be there in the first place, for the alien behaviour, for everything.

This movie tries to merge the horror from Alien and the action from Aliens, but only succeeds in being a bad thriller. Say sorry.",,2015-07-14
2017-02-27,Mommy,2014,https://boxd.it/eRcrZ,5,,"Lembrarei para sempre de Steve alargando o enquadramento. De como é possível esquecer a dor, deixar-se levar pela alegria. Lembrarei ainda de quando isso é puro auto-engano, antes do horror.

Poucos filmes tiveram tamanho impacto sobre mim, mas nesse caso era quase inevitável: é um filme excelente sobre um dos temas que mais fazem parte do que sou. Dói, dói muito.",cried,2015-07-09
2017-02-27,Fort Bliss,2014,https://boxd.it/eRcsj,4,,"É um excelente filme sobre o preço a se pagar pelas nossas escolhas. Usando o plano de fundo da mulher que vai pra guerra e ""abandona"" o filho, precisando então reconquistá-lo, mostra-se a reconstrução da vida, como as coisas devem seguir adiante, os ciclos a se enfrentar.

A Michelle Monaghan está muito bem no filme, sua dor, bem como seus traumas e seus grandes momentos, conseguem ser passados de forma muito eficiente.

A forma como elementos tais quais violência sexual, instabilidade emocional e afastamento da família, no contexto de soldados, são abordados é outro ponto forte do filme.",female-director,2015-07-04
2017-02-27,Mad Max: Fury Road,2015,https://boxd.it/eRctL,4.5,Yes,"<a href=""https://letterboxd.com/hbarbosa/film/mad-max-fury-road/1/"">Prior review: ★★★★½</a>",cinema,2015-06-04
2017-02-27,Mad Max: Fury Road,2015,https://boxd.it/eRcu5,4.5,,A VITÓRIA DA FALTA DE TRAMA! QUEM PRECISA DE ENREDO?,cinema,2015-05-14
2017-02-27,Paradise Now,2005,https://boxd.it/eRcuJ,4,,"O horror da opressão fica evidente não na violência, mas em como rouba a esperança e leva ao desespero. A total falta de perspectiva e a certeza de que tudo só vai piorar torna quase natural, e é isto o que é mais triste, a busca pela alternativa final, o suicídio, e ainda de forma brutal, como ato político, como ato também de opressão, mas principalmente de vingança.

Porque Said não está interessado em Paraíso. O que ele quer é Paz (para si). E o que ele quer é deixar clara a sua discordância da opressão que lhe destruiu e aos seus.

É tudo muito triste.",,2015-05-10
2017-02-27,Memento,2000,https://boxd.it/eRcvH,4.5,,"Memento fala, eventualmente descobrimos, sobre ""the lies we tell ourselves to get through the day"".

O caminho é o horror da incapacidade de <b>criar</b> novas memórias. É muito pior do que esquecer tudo. Neste caso você ainda pode recomeçar, ainda pode ter o alento de deixar o passado para trás. Em Memento, não. O passado é sempre imediato. A dor é sempre constante.

""How can I heal if I don't feel time?""

O horror de jamais ter certezas. De confiar em coisas manipuláveis para definir sua verdade. Mas vê? Não é realmente tão diferente de como <b>nós</b> levamos a vida. De como nós escolhemos em que verdades acreditar. Em como moldar nosso universo. Criando enigmas que jamais seremos capazes de resolver.

""How can I just let myself forget what you told me?""",,2015-04-20
2017-02-27,Snowpiercer,2013,https://boxd.it/eRcwb,2,,"Uma boa ideia que é desperdiçada BIG TIME. Nunca teria como funcionar como filme minimamente coerente, mas também não abraça o absurdo de forma satisfatória. Muitas vezes o filme é ativamente irritante, além de um pouco ofensivo a sua inteligência, mas realmente tem bons momentos que lhe fazem querer ter esperança.

E o final é risível de vazio pseudo-esperançoso.",,2015-04-13
2017-02-27,Ida,2013,https://boxd.it/eRcxt,4.5,,"Como pode ser belo contar uma estória... como há beleza no silêncio, na inação, na ausência de cores.

A dor pode nos tomar tudo. Por que continuar? Por que ousar? Como podemos dizer que é errado fugir?

E que olhar, Ida. Que olhar.",,2015-02-21
2017-02-27,Noah,2014,https://boxd.it/eRcxN,2.5,,"É estranho. Aronofsky cria o potencial para uma boa estória, cria o drama, estabelece um conflito em Noé, a sua percepção de nossa falta de salvação, de como eles não são especiais. Mas não consegue fazer valer a expectativa, é pena.

Cá fiquei pensando que de fato, somos tudo que há de errado com a ideia de ""paraíso"". Mas ao mesmo tempo somos aquilo que faz com que a criação se torne extremamente interessante, pois acrescentamos um potencial magnífico. Essa ideia poderia ser desenvolvida como em Evangelion, mas nunca se chega perto.

Russel Crowe está sensacional. Que ator.",,2015-02-15
2017-02-27,Gone Girl,2014,https://boxd.it/eRcyL,3.5,,"<a href=""""></a>",,2015-01-24
2017-03-11,Mulholland Drive,2001,https://boxd.it/fknLf,4.5,,"This movie completely fucked me up.

From the diner scene on... I was always on the edge, expecting anything. If nothing else, that early scene was enough to leave me open and anxious to whatever the film would throw at me.

The thing is that the movie only always got better. From the diner to the seer to the cowboy to Betty's audition to Diane to the theatre to the ordered chaos. And in such a range, with so many different great things in each of these segments.

Naomi Watts is magnificent. She fooled me at first with the innocent girl act, but then there is the audition, then Diane. Oh, man.

And there is the thing about the movie ""making sense"". People seem to care a lot about that, right? I'm with <a href=""http://www.newyorker.com/magazine/2001/10/08/road-trips"">Anthony Lane</a>:

<blockquote>The question is not “Does 'Mulholland Drive' make sense?,” or even “Is it meant to make sense?,” but, rather, as Laurence Olivier once demanded of Dustin Hoffman, “Is it safe?” If, as happens in the new movie, you come out of the theatre feeling half as secure as you went in, then the mission has been accomplished. All Lynch's work is hit and miss, but, whenever he hits (and I'm not sure that even he knows when, let alone why, he has pulled it off), the role of common sense is flooded and short-circuited by the uncommon gratification of the senses. When David Hockney painted a picture entitled “Mulholland Drive,” he explained that the word “Drive” was “not the name of the road but the act of driving,” and although Lynch's shadow-caked palette could not be more different from Hockney's, his motive is the same. This film is a record of a journey, and it leaves us with the dreadful possibility that all highways are lost.</blockquote>

It's fun to imagine why things happen as they do, what is the hidden meaning and so on... but this is so much <b>less</b> interesting than experiencing what unfolds in front of you in a way that is not dependent on connecting everything instantaneously. That's a different game, a dangerous one, but when it hits, it hits hard.",,2017-03-09
2017-03-13,Moonlight,2016,https://boxd.it/fpulj,5,Yes,Man do I love this movie,"cinema, cried",2017-03-11
2017-03-19,Neighboring Sounds,2012,https://boxd.it/fCaWZ,4,,"Eu queria poder explicar porque acho esse filme tão bom. Ele toca em muitos aspectos, de forma ao mesmo tempo insinuada e escancarada. Há muito simbolismo, bem como muita sutileza. E se constrói uma atmosfera completamente imersiva.

Há tantas cenas magníficas: a invasão das cercas, a omissão do ""te amo"", o relato do feriadão, a violência da cachoeira.

É premente a luta de classes, o racismo, as fortalezas em que as residências se transformam. Mas é tudo orgânico, a narrativa jamais é posta em segundo plano por se querer passar uma ideia.

E que monumento é a personagem da Maeve. Todas as cenas são maravilhosas.",,2017-03-17
2017-03-22,The Girl with All the Gifts,2016,https://boxd.it/fItXp,3,,"I really liked the setting and the atmosphere. The characters and the casting are other highlights.

The first act is very good, but things started to get less interesting in the second one with a less compelling narrative and an over-reliance on Melanie. Overall the second half does not live up to the expectations.

The ending felt a bit far-fetched, but it works, it is bold.",,2017-03-20
2017-03-26,The Lost City of Z,2016,https://boxd.it/fQpwv,1,,"Even the good parts in this film are bad. But the worst thing is that it's full of false promises: several times everything is set such that you assume the movie is FINALLY gonna end, but no, oh, no.",cinema,2017-03-24
2017-03-26,"4 Months, 3 Weeks and 2 Days",2007,https://boxd.it/fQpwF,5,,"This film is perfect. Everything works. It is simultaneously absurd, thrilling, enraging and terrifying. The acting is superb. The tension is constant. The storytelling destroys you. It is a beautiful thing.",dinner scene,2017-03-24
2017-04-01,The Grandmaster,2013,https://boxd.it/g1Dmr,4,,"Tudo que envolve os embates, sejam eles mesmos ou as narrativas ao redor, é magnífico. O filme perde um pouco da força quando explora as consequências da guerra, o recomeço de Ip e dos outros em Hong Kong, etc. Mas há sempre os pequenos elementos de kung fu (a cena do cigarro ♥) que fazem com que a aura grandiosa do filme jamais se perca.

O melhor elemento da trama é o conflito envolvendo Gong Er, com sua tenacidade em manter a honra da família. O melhor momento do filme é seu embate com Ma San.

A cena inicial, a luta entre Ip Man e dezenas de adversários, é incrível, estabelece o tom do filme. Mas é pouco depois, na descrição do bordel, em ""People saw it as pleasure palace. But for us, it was a battleground"", que a grandiosidade por vir se anuncia. E Wong Kar-wai não decepciona.

Tony Leung está magnífico, Zhang Ziyi não tanto no começo, mas a partir do início da sua busca por vingança, só glória.",,2017-03-30
2017-04-02,Requiem for a Dream,2000,https://boxd.it/g4JrD,4,,"Minha nossa, como eu te amo, Aronofsky.

O filme é uma marretada, maravilhoso. Vós que entrais abandonai toda a esperança etc.

E a trilha sonora engrandece o filme de tal forma que deve acabar se tornando o ponto mais marcante.

O quarteto de atores é maravilhoso, especialmente Burstyn, Leto e Connelly.

As escolhas estilísticas de Aronofsky, a forma como a viagem acontece... maravilhoso.

Que cena aquela em que Harry percebe que Ma está viciada em ecstasy.

As específicas cenas finais em que cada um está destruído.

A cena em que Sara aparece para as vizinhas.

O sorriso do predador.

Minha nossa, a ilusão, a esperança destruída.",,2017-04-01
2017-04-09,Split,2016,https://boxd.it/ghger,3,,"Eu gostei bastante de como o conceito de ter várias personas diferentes no mesmo corpo é explorado. Fiquei me lembrando de Children of Dune, funciona muito bem.

O filme começa bem mas dá uma certa esfriada. O desenvolvimento é legal, James McAvoy está sensacional, Anya Taylor-Joy bem, Betty Buckley cativante.

O clímax é bem efetivo, você embarca na viagem. A cena d'A Besta subindo na parede deixa a desejar, talvez por falta de orçamento, mas de resto é tudo bem decente.",,2017-04-07
2017-04-09,Dark City,1998,https://boxd.it/giNLZ,2.5,,"The only thing I truly enjoyed in this film was Jenniffer Connelly singing.

The setting is nice, the idea is great, there are good twists... but the narrative did not excite me. And I'm probably missing the necessary references and background, but I really did not get into the whole German aliens thing.",napped,2017-04-08
2017-04-10,A Touch of Sin,2013,https://boxd.it/gjzvZ,3.5,,"All stories are interesting and well told, but did not reverberate so much with me. The first one felt like the longest and less engaging, so it was probably harder for the film to recover afterwards, but I really liked the last one.",,2017-04-09
2017-04-10,"Like Father, Like Son",2013,https://boxd.it/gk66D,4,,"O filme demorou um pouco pra me pegar, mas eventualmente me vi completamente imerso. Quando as resoluções dramáticas começam a acontecer o filme já cortava fundo, é maravilhoso.

O contraste entre as diferentes filosofias de vida é muito bem explorado, mesmo que talvez forçado demais em alguns momentos. Os atores mirins são muito bons, principalmente Keita, mas é com Masaharu Fukuyama que o filme lhe arrebata. A cena dele finalmente desmoronando e chorando, vendo as fotos de Keita, é um primor.",cried,2017-04-09
2017-04-11,Summer Wars,2009,https://boxd.it/gm81f,3.5,,Summer Wars é anime d+++++++++++++++++++ ♥♥♥♥♥♥♥♥♥,animation,2017-04-10
2017-04-14,Le Samouraï,1967,https://boxd.it/grBDx,4,,"I dream of wearing a hat with as much class as Jef does, but alas, some things are just not meant to be.

I really love the lack of dialogue, the deadpan look in Jef's eyes, the marvellous details of the work executed by both Jef and the police, the unfolding of the flat but completely absorbing plot. Everything beautifully executed.",,2017-04-13
2017-04-16,The Shining,1980,https://boxd.it/gtACx,3.5,,"Kubrick e trilhas sonoras, esse monumento.

Tinha muito tempo que eu queria ver essa adaptação d'O Iluminado mas hesitava pelo receio de me decepcionar. O que eu tinha ouvido do filme indicava que o seu foco era muito mais na insanidade de Jack Torrance, aparente desde o início, e no seu espetacularismo do que na lenta mas inexorável jornada ao horror e desespero que Stephen King constrói no livro. Some-se a isso o fato de eu idolatrar Kubrick por 2001, Laranja Mecânica e Strangelove (três dos meus filmes favoritos) e não querer ""conspurcar"" a sua imagem com um filme que eu talvez não gostasse tanto.

No fim das contas a experiência foi meio decepcionante, mas definitivamente proveitosa. O filme tem grandes momentos, como todas as cenas em que o foco é Shelley Duvall se desesperando ou as maravilhosas tomadas do hotel ao redor de Jack e Danny. A trilha sonora é magnífica, sendo, junto com Duvall, a principal força por trás da tensão e horror. Porém o produto final parece meio raso. Certamente não chega ao pés do livro, embora fique claro que o filme joga outro jogo, buscando estupefamento mais do que a minuciosa construção do horror. Ainda funciona muito bem, muitas das grandes qualidades de Kubrick são evidentes, mas não vejo um impacto que perdure.",,2017-04-14
2017-04-24,Get Out,2017,https://boxd.it/gGS2X,3.5,,"É massa, mas não conseguiu me carregar tanto (que foi o que deve ter levado todo mundo a amá-lo tanto). A premissa do filme e o desenrolar da trama são maravilhosos. Eu questionaria só as reviravoltas, mas ainda funciona bem.","cinema, travel",2017-04-22
2017-05-04,I Don't Feel at Home in This World Anymore,2017,https://boxd.it/gXmJT,3,,"It's a fun movie, with no high stakes and beautiful explosions of violence. The plot unfolds very well, even though I didn't really buy into the main character's kinda self-discovery journey. But there are lots of amusing scenes and the acting really catches you, so yeah, nice movie.",netflix,2017-05-02
2017-05-07,Fences,2016,https://boxd.it/h2DSN,3.5,,Best baseball film I have ever seen.,"friend's, travel",2017-05-06
2017-05-08,Lion,2016,https://boxd.it/h3cph,2.5,,"As many people have said, there are really two movies here, of which only the first one is good.","travel, friend's",2017-05-07
2017-05-26,I Am Not Your Negro,2016,https://boxd.it/hsv9n,4,,"Impressive. The message, the way it is transmitted, the sheer power of James Baldwin speaking or of Samuel L. Jackson reading his words.

The dialogue with the Yale professor, which in his blindness and ignorance presumes to understand the black experience, is the best part of this film. Baldwin destroys his argument utterly, losing his temper just the slightest bit, making it real. It's a beautiful thing.","travel, hotel",2017-05-13
2017-05-26,Guardians of the Galaxy Vol. 2,2017,https://boxd.it/hsv9x,3.5,,"It's really fun. I liked this one much more than the first, for reasons I don't really understand. Maybe because Yondu gets more screen time.","cinema, travel",2017-05-14
2017-05-26,The Act of Killing,2012,https://boxd.it/hsv9H,4,,I will never forget those retching sounds.,"travel, hotel",2017-05-16
2017-05-26,Incendies,2010,https://boxd.it/hsv9R,4,,"Finally a great film from Villeneuve. I liked everything here, not much to complain about. Maybe a little bit how the past and present narratives are combined: the impact is not as big as it could have been. But overall it is a very powerful work.",,2017-05-18
2017-05-26,Do the Right Thing,1989,https://boxd.it/hsva1,4,,"FIGHT THE POWER. And I thought I had liked the opening of Chi-Raq.

Lee chooses a side and sticks to it adamantly: the power is the enemy, not your fellow citizens. Fight the power, not yourselves.

Everything is ostensive and big and great. I can't believe Lee is Mookie. Da Mayor is the best.",,2017-05-21
2017-05-26,John Wick: Chapter 2,2017,https://boxd.it/hsvab,3.5,,"The first movie was OK, with lots of good elements that were wasted in order to have a flimsy plot. This one does the right thing: it doesn't even try to go in that direction. We go for mindless action and grandiosity, and it works really well. The worldbuilding and Keanu are great.",,2017-05-25
2017-09-09,The Thing,1982,https://boxd.it/jW3BV,4,,"Everything works, great film. Unfortunately though The Thing Itself was more of a curiosity than a scare to me. That left only the unknown of who is who to provide the tension, which could only take me so far.",,2017-09-08
2017-09-10,A Single Man,2009,https://boxd.it/jXkPn,4,,"A great beginning, an excellent ending, and some very good moments in between. Not everything works, but George does. Colin Firth is absolutely mesmerizing. We feel his pain, we understand how much he lost. We get to be hopeful when his life gets colorful again, but alas, it never lasts. Only that it finally does, George at last transcends his pain. And then it ends. With death. And we are left in pieces. Fading.",cried,2017-09-09
2017-09-11,Shame,2011,https://boxd.it/jZXvP,4,,"Existential dread at its best. I love you, Fassbender.",existential dread,2017-09-10
2017-09-12,Being John Malkovich,1999,https://boxd.it/k1rpf,2.5,,"I'm not impressed. Sure, it is interesting once you realize what the hell is going on, but not that much. The film is rarely funny, the drama is weak, the fantasy mostly boring. Even the acting seems weak, when I know for a fact that it's not. I blame the film.

Strangely, people say that this movie is about wanting to be somebody else. It's not. People are either curious to see life through someone else's eyes (the paying customers), wanting to live what John Malkovich lives but still being yourself (Craig, Lester etc), or magically pulled towards Malkovich (Lotte).

I liked very much the premise, the Malkovich universe, the Craig-as-Malkovich segment, but little else.",,2017-09-11
2017-09-13,Gabriel and the Mountain,2017,https://boxd.it/k2QdP,3.5,,"At some point Gabriel started to really piss me off and I count it as a win that the film itself managed not to. To show Gabriel to us, good and bad, was the whole point. What we end up with is a quite beautiful tale about happiness and folly.",cinema,2017-09-12
2017-09-22,Deadpool,2016,https://boxd.it/kgUSv,3.5,Yes,"I enjoyed it less in a second view. It mostly works, but parts of the humor simply don't.","plane, travel",2017-09-21
2017-10-02,Polytechnique,2009,https://boxd.it/kvaEH,3,,"""Horrifying and unfocused, potent but not great"". I get this impression a lot with Villeneuve films. There is always a sense of sterility that I only saw him surpass in <a href=""https://letterboxd.com/film/incendies/"">Incendies</a>.","travel, samantha's",2017-09-30
2017-10-03,mother!,2017,https://boxd.it/kxtuP,4,Yes,This shit holds up,"cinema, travel",2017-10-02
2017-10-03,It,2017,https://boxd.it/kxMaf,2.5,,"Richie 💖 Eddie 💖 The Apocalyptic Rockfight 💖 The last stand 💖

(Too Much Of) It 💔 (Most Of The) Other losers 💔💔 No despair 💔💔💔","cinema, travel",2017-10-02
2017-10-13,Blade Runner,1982,https://boxd.it/kNQQV,3.5,Yes,"This rewatch confirmed much of what I remembered: the film is mostly good, the aesthetics are timeless and the soundtrack is really effective (despite that sax...). 

But while I like the first half, the narrative gets lost at some point and only recovers when we arrive at that great, great monologue. Its grandiose feels almost out of place in a film that is otherwise so small that I continue to be surprised with the fame the whole thing enjoys. I blame the aesthetics and Rutger Hauer.",,2017-10-12
2017-10-15,Blade Runner 2049,2017,https://boxd.it/kR1u3,3,,"I did not have much expectations, so as the film beautifully unfolded before me I was surprised to eventually catch myself thinking ""this is actually pretty great"". Then, since we cannot have nice things, soon enough everything came crashing down. There is a clear point in which the narrative goes from ""slow burning self-discovery"" to ""full-fledged grandiloquence"". There were already quite a few cracks, but I found them mostly negligible. I was also not unhappy with the pace, probably because I love Ryan Gosling and I was hooked up on the aesthetics plus soundtrack combo. After that point, however, the film started to revolve around those cracks and suddenly it became mostly an uninteresting experience. All promise was lost. Pity.",cinema,2017-10-14
2017-10-18,I Saw the Devil,2010,https://boxd.it/kVZxf,2.5,,"There are good moments and the narrative gets going after a while, but overall the film simply isn't that much engaging, which is quite an achievement given what it covers and how.",,2017-10-17
2017-10-23,Meek's Cutoff,2010,https://boxd.it/l3qi1,3.5,,"I like slow well realized movies. This is such a one. It's very pleasant to just watch the story unfolding before you. The characters are kinda undeveloped, which makes things a bit underwhelming, but it works. And the small escalations toward the very effective ending are nice.",female-director,2017-10-22
